REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2006,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037591,2.3.8.2,,x,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037592,2.3.9.1,63.4,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037593,2.3.9.2,73.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037594,2.3.10.1,57.3,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037595,2.3.10.2,66.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037596,2.4.1.1,8.1,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037597,2.4.1.2,6.1,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037598,2.4.2.1,6.2,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037599,2.4.2.2,5.3,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037600,2.4.3.1,5.9,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037601,2.4.3.2,5,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037602,2.4.4.1,4.9,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037603,2.4.4.2,4.4,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037604,2.4.5.1,1.1,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037605,2.4.5.2,0.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037606,2.4.6.1,,x,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037607,2.4.6.2,,x,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037608,2.4.7.1,1.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037609,2.4.7.2,0.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037610,2.4.8.1,,x,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037611,2.4.8.2,,x,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037612,2.4.9.1,76.5,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037613,2.4.9.2,86.9,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037614,2.4.10.1,72.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037615,2.4.10.2,82,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53037616,2.5.1.1,49.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037617,2.5.1.2,19.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037618,2.5.2.1,27.1,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037619,2.5.2.2,17,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037620,2.5.3.1,25.9,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037621,2.5.3.2,16.4,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037622,2.5.4.1,21,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037623,2.5.4.2,13.9,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037624,2.5.5.1,4.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037625,2.5.5.2,2.5,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037626,2.5.6.1,1.3,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037627,2.5.6.2,0.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037628,2.5.7.1,22.6,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037629,2.5.7.2,2.7,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037630,2.5.8.1,4.8,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037631,2.5.8.2,4.1,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037632,2.5.9.1,54.4,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037633,2.5.9.2,86.3,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037634,2.5.10.1,52,,,,1
2006,Atlantic region,2011A00011,"Immigrants, landed more than 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037635,2.5.10.2,83.2,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Population,15 years and over,Persons,249,thousands,3,v53037636,2.6.1.1,1823.1,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Population,25 to 54 years,Persons,249,thousands,3,v53037637,2.6.1.2,950.8,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Labour force,15 years and over,Persons,249,thousands,3,v53037638,2.6.2.1,1141.9,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Labour force,25 to 54 years,Persons,249,thousands,3,v53037639,2.6.2.2,797.5,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Employment,15 years and over,Persons,249,thousands,3,v53037640,2.6.3.1,1027.9,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Employment,25 to 54 years,Persons,249,thousands,3,v53037641,2.6.3.2,726.9,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Full-time employment,15 years and over,Persons,249,thousands,3,v53037642,2.6.4.1,853.9,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037643,2.6.4.2,649.3,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Part-time employment,15 years and over,Persons,249,thousands,3,v53037644,2.6.5.1,174,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037645,2.6.5.2,77.7,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Unemployment,15 years and over,Persons,249,thousands,3,v53037646,2.6.6.1,114,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037647,2.6.6.2,70.5,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Not in labour force,15 years and over,Persons,249,thousands,3,v53037648,2.6.7.1,681.2,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037649,2.6.7.2,153.3,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037650,2.6.8.1,10,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037651,2.6.8.2,8.8,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Participation rate,15 years and over,Percentage,242,units ,0,v53037652,2.6.9.1,62.6,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037653,2.6.9.2,83.9,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Employment rate,15 years and over,Percentage,242,units ,0,v53037654,2.6.10.1,56.4,,,,1
2006,Atlantic region,2011A00011,Born in Canada,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037655,2.6.10.2,76.5,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Population,15 years and over,Persons,249,thousands,3,v53037656,3.1.1.1,425.6,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53037657,3.1.1.2,225.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53037658,3.1.2.1,251.5,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53037659,3.1.2.2,181.6,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Employment,15 years and over,Persons,249,thousands,3,v53037660,3.1.3.1,214.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53037661,3.1.3.2,157.3,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53037662,3.1.4.1,181.9,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037663,3.1.4.2,141.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53037664,3.1.5.1,32.6,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037665,3.1.5.2,16.2,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53037666,3.1.6.1,37.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037667,3.1.6.2,24.3,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53037668,3.1.7.1,174.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037669,3.1.7.2,43.8,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037670,3.1.8.1,14.8,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037671,3.1.8.2,13.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53037672,3.1.9.1,59.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037673,3.1.9.2,80.6,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53037674,3.1.10.1,50.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037675,3.1.10.2,69.8,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53037676,3.2.1.1,7.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53037677,3.2.1.2,3.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53037678,3.2.2.1,3.9,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53037679,3.2.2.2,2.7,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53037680,3.2.3.1,3.6,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53037681,3.2.3.2,2.5,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53037682,3.2.4.1,3.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037683,3.2.4.2,2.1,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53037684,3.2.5.1,0.5,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037685,3.2.5.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53037686,3.2.6.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53037687,3.2.6.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53037688,3.2.7.1,3.2,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037689,3.2.7.2,0.7,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53037690,3.2.8.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037691,3.2.8.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53037692,3.2.9.1,54.9,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53037693,3.2.9.2,79.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53037694,3.2.10.1,50.7,,,,1
2006,Newfoundland and Labrador,2016A000210,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53037695,3.2.10.2,73.5,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53037696,3.3.1.1,0.9,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53037697,3.3.1.2,0.7,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53037698,3.3.2.1,0.6,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53037699,3.3.2.2,0.5,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53037700,3.3.3.1,0.5,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53037701,3.3.3.2,0.5,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53037702,3.3.4.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53037703,3.3.4.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53037704,3.3.5.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53037705,3.3.5.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53037706,3.3.6.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53037707,3.3.6.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53037708,3.3.7.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53037709,3.3.7.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53037710,3.3.8.1,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53037711,3.3.8.2,,x,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53037712,3.3.9.1,66.7,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53037713,3.3.9.2,71.4,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53037714,3.3.10.1,55.6,,,,1
2006,Newfoundland and Labrador,2016A000210,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53037715,3.3.10.2,71.4,,,,1
